gene_product	metabolite	aa_count
b1541	arg__L_c	6
b1541	trp__L_c	0
b1541	gly_c	8
b1541	leu__L_c	6
b1541	met__L_c	3
b1541	thr__L_c	9
b1541	ala__L_c	3
b1778	lys__L_c	6
b1778	ser__L_c	10
b1778	pro__L_c	9
b1778	gln__L_c	5
b1778	glu__L_c	12
b1778	asn__L_c	8
b1778	his__L_c	7
b1778	val__L_c	5
b1778	ile__L_c	6
b1778	cys__L_c	6
b1778	tyr__L_c	6
b1778	phe__L_c	6
b1778	asp__L_c	7
b1778	arg__L_c	7
b1778	trp__L_c	1
b1778	gly_c	13
b1778	leu__L_c	9
b1778	met__L_c	3
b1778	thr__L_c	6
b1778	ala__L_c	5
bdcA	lys__L_c	7
bdcA	ser__L_c	10
bdcA	pro__L_c	10
bdcA	gln__L_c	5
bdcA	glu__L_c	8
bdcA	asn__L_c	8
bdcA	his__L_c	5
bdcA	val__L_c	19
bdcA	ile__L_c	17
bdcA	cys__L_c	0
bdcA	tyr__L_c	3
bdcA	phe__L_c	9
bdcA	asp__L_c	16
bdcA	arg__L_c	16
bdcA	trp__L_c	1
bdcA	gly_c	30
bdcA	leu__L_c	14
bdcA	met__L_c	10
bdcA	thr__L_c	11
bdcA	ala__L_c	38
blr	lys__L_c	1
blr	ser__L_c	4
blr	pro__L_c	2
blr	gln__L_c	3
blr	glu__L_c	2
blr	asn__L_c	2
blr	his__L_c	2
blr	val__L_c	6
blr	ile__L_c	4
blr	cys__L_c	0
blr	tyr__L_c	1
blr	phe__L_c	0
blr	asp__L_c	1
blr	arg__L_c	1
blr	trp__L_c	1
blr	gly_c	2
blr	leu__L_c	5
blr	met__L_c	1
blr	thr__L_c	1
blr	ala__L_c	2
b0187	lys__L_c	5
b0187	ser__L_c	7
b0187	pro__L_c	8
b0187	gln__L_c	5
b0187	glu__L_c	9
b0187	asn__L_c	3
b0187	his__L_c	5
b0187	val__L_c	8
b0187	ile__L_c	7
b0187	cys__L_c	3
b0187	tyr__L_c	6
b0187	phe__L_c	9
b0187	asp__L_c	10
b0187	arg__L_c	7
b0187	trp__L_c	1
b0187	gly_c	6
b0187	leu__L_c	13
b0187	met__L_c	1
b0187	thr__L_c	5
b0187	ala__L_c	11
b1206	lys__L_c	12
b1206	ser__L_c	28
b1206	pro__L_c	30
b1206	gln__L_c	14
b1206	glu__L_c	13
b1206	asn__L_c	11
b1206	his__L_c	10
b1206	val__L_c	50
b1206	ile__L_c	48
b1206	cys__L_c	6
b1206	tyr__L_c	7
b1206	phe__L_c	27
b1206	asp__L_c	20
b1206	arg__L_c	27
b1206	trp__L_c	7
b1206	gly_c	51
b1206	leu__L_c	82
b1206	met__L_c	21
b1206	thr__L_c	26
b1206	ala__L_c	69
b3159	lys__L_c	12
b3159	ser__L_c	19
b3159	pro__L_c	10
b3159	gln__L_c	14
b3159	glu__L_c	22
b3159	asn__L_c	17
b3159	his__L_c	2
b3159	val__L_c	22
b3159	ile__L_c	7
b3159	cys__L_c	10
b3159	tyr__L_c	12
b3159	phe__L_c	8
b3159	asp__L_c	11
b3159	arg__L_c	15
b3159	trp__L_c	6
b3159	gly_c	21
b3159	leu__L_c	38
b3159	met__L_c	9
b3159	thr__L_c	11
b3159	ala__L_c	26
b2961	lys__L_c	16
b2961	ser__L_c	18
b2961	pro__L_c	24
b2961	gln__L_c	23
b2961	glu__L_c	17
b2961	asn__L_c	11
b2961	his__L_c	8
b2961	val__L_c	23
b2961	ile__L_c	8
b2961	cys__L_c	7
b2961	tyr__L_c	11
b2961	phe__L_c	15
b2961	asp__L_c	12
b2961	arg__L_c	17
b2961	trp__L_c	11
b2961	gly_c	24
b2961	leu__L_c	43
b2961	met__L_c	8
b2961	thr__L_c	19
b2961	ala__L_c	35
b2714	lys__L_c	16
b2714	ser__L_c	28
b2714	pro__L_c	12
b2714	gln__L_c	12
b2714	glu__L_c	22
b2714	asn__L_c	11
b2714	his__L_c	9
b2714	val__L_c	22
b2714	ile__L_c	24
b2714	cys__L_c	2
b2714	tyr__L_c	8
b2714	phe__L_c	11
b2714	asp__L_c	18
b2714	arg__L_c	20
b2714	trp__L_c	2
b2714	gly_c	23
b2714	leu__L_c	34
b2714	met__L_c	11
b2714	thr__L_c	15
b2714	ala__L_c	36
b1976	lys__L_c	5
b1976	ser__L_c	17
b1976	pro__L_c	15
b1976	gln__L_c	20
b1976	glu__L_c	21
b1976	asn__L_c	9
b1976	his__L_c	10
b1976	val__L_c	16
b1976	ile__L_c	14
b1976	cys__L_c	5
b1976	tyr__L_c	4
b1976	phe__L_c	16
b1976	asp__L_c	17
b1976	arg__L_c	11
b1976	trp__L_c	9
b1976	gly_c	11
b1976	leu__L_c	33
b1976	met__L_c	2
b1976	thr__L_c	7
b1976	ala__L_c	23
b1739	lys__L_c	8
b1739	ser__L_c	6
b1739	pro__L_c	3
b1739	gln__L_c	8
b1739	glu__L_c	3
b1739	asn__L_c	3
b1739	his__L_c	2
b1739	val__L_c	9
b1739	ile__L_c	5
b1739	cys__L_c	3
b1739	tyr__L_c	5
b1739	phe__L_c	2
b1739	asp__L_c	8
b1739	arg__L_c	4
b1739	trp__L_c	0
b1739	gly_c	9
b1739	leu__L_c	5
b1739	met__L_c	5
b1739	thr__L_c	9
b1739	ala__L_c	15
b2008	lys__L_c	12
b2008	ser__L_c	18
b2008	pro__L_c	17
b2008	gln__L_c	15
b2008	glu__L_c	18
b2008	asn__L_c	14
b2008	his__L_c	10
b2008	val__L_c	24
b2008	ile__L_c	27
b2008	cys__L_c	4
b2008	tyr__L_c	10
b2008	phe__L_c	12
b2008	asp__L_c	7
b2008	arg__L_c	22
b2008	trp__L_c	9
b2008	gly_c	20
b2008	leu__L_c	57
b2008	met__L_c	11
b2008	thr__L_c	19
b2008	ala__L_c	26
b1493	lys__L_c	25
b1493	ser__L_c	19
b1493	pro__L_c	25
b1493	gln__L_c	20
b1493	glu__L_c	28
b1493	asn__L_c	16
b1493	his__L_c	9
b1493	val__L_c	25
b1493	ile__L_c	27
b1493	cys__L_c	10
b1493	tyr__L_c	16
b1493	phe__L_c	23
b1493	asp__L_c	36
b1493	arg__L_c	26
b1493	trp__L_c	11
b1493	gly_c	36
b1493	leu__L_c	40
b1493	met__L_c	15
b1493	thr__L_c	19
b1493	ala__L_c	40
b3063	lys__L_c	11
b3063	ser__L_c	38
b3063	pro__L_c	32
b3063	gln__L_c	6
b3063	glu__L_c	10
b3063	asn__L_c	10
b3063	his__L_c	3
b3063	val__L_c	38
b3063	ile__L_c	40
b3063	cys__L_c	3
b3063	tyr__L_c	20
b3063	phe__L_c	24
b3063	asp__L_c	9
b3063	arg__L_c	13
b3063	trp__L_c	18
b3063	gly_c	41
b3063	leu__L_c	75
b3063	met__L_c	22
b3063	thr__L_c	22
b3063	ala__L_c	52
b1358	lys__L_c	9
b1358	ser__L_c	6
b1358	pro__L_c	4
b1358	gln__L_c	8
b1358	glu__L_c	11
b1358	asn__L_c	4
b1358	his__L_c	7
b1358	val__L_c	7
b1358	ile__L_c	11
b1358	cys__L_c	1
b1358	tyr__L_c	3
b1358	phe__L_c	3
b1358	asp__L_c	7
b1358	arg__L_c	9
b1358	trp__L_c	3
b1358	gly_c	9
b1358	leu__L_c	15
b1358	met__L_c	1
b1358	thr__L_c	5
b1358	ala__L_c	17
b4022	lys__L_c	31
b4022	ser__L_c	16
b4022	pro__L_c	14
b4022	gln__L_c	6
b4022	glu__L_c	22
b4022	asn__L_c	14
b4022	his__L_c	4
b4022	val__L_c	25
b4022	ile__L_c	21
b4022	cys__L_c	3
b4022	tyr__L_c	4
b4022	phe__L_c	10
b4022	asp__L_c	17
b4022	arg__L_c	23
b4022	trp__L_c	1
b4022	gly_c	25
b4022	leu__L_c	23
b4022	met__L_c	5
b4022	thr__L_c	14
b4022	ala__L_c	12
b1248	lys__L_c	2
b1248	ser__L_c	1
b1248	pro__L_c	3
b1248	gln__L_c	3
b1248	glu__L_c	14
b1248	asn__L_c	6
b1248	his__L_c	3
b1248	val__L_c	5
b1248	ile__L_c	6
b1248	cys__L_c	2
b1248	tyr__L_c	1
b1248	phe__L_c	8
b1248	asp__L_c	16
b1248	arg__L_c	5
b1248	trp__L_c	2
b1248	gly_c	4
b1248	leu__L_c	15
b1248	met__L_c	2
b1248	thr__L_c	2
b1248	ala__L_c	9
b2074	lys__L_c	23
b2074	ser__L_c	26
b2074	pro__L_c	14
b2074	gln__L_c	34
b2074	glu__L_c	19
b2074	asn__L_c	15
b2074	his__L_c	4
b2074	val__L_c	43
b2074	ile__L_c	21
b2074	cys__L_c	0
b2074	tyr__L_c	4
b2074	phe__L_c	9
b2074	asp__L_c	24
b2074	arg__L_c	23
b2074	trp__L_c	6
b2074	gly_c	30
b2074	leu__L_c	31
b2074	met__L_c	4
b2074	thr__L_c	31
b2074	ala__L_c	54
b3104	lys__L_c	3
b3104	ser__L_c	7
b3104	pro__L_c	4
b3104	gln__L_c	2
b3104	glu__L_c	3
b3104	asn__L_c	6
b3104	his__L_c	1
b3104	val__L_c	8
b3104	ile__L_c	8
b3104	cys__L_c	1
b3104	tyr__L_c	6
b3104	phe__L_c	9
b3104	asp__L_c	3
b3104	arg__L_c	7
b3104	trp__L_c	4
b3104	gly_c	10
b3104	leu__L_c	20
b3104	met__L_c	3
b3104	thr__L_c	5
b3104	ala__L_c	8
b0914	lys__L_c	23
b0914	ser__L_c	50
b0914	pro__L_c	13
b0914	gln__L_c	25
b0914	glu__L_c	28
b0914	asn__L_c	21
b0914	his__L_c	9
b0914	val__L_c	47
b0914	ile__L_c	47
b0914	cys__L_c	2
b0914	tyr__L_c	13
b0914	phe__L_c	23
b0914	asp__L_c	30
b0914	arg__L_c	38
b0914	trp__L_c	5
b0914	gly_c	38
b0914	leu__L_c	60
b0914	met__L_c	26
b0914	thr__L_c	36
b0914	ala__L_c	48
b2608	lys__L_c	13
b2608	ser__L_c	11
b2608	pro__L_c	6
b2608	gln__L_c	13
b2608	glu__L_c	10
b2608	asn__L_c	5
b2608	his__L_c	2
b2608	val__L_c	17
b2608	ile__L_c	11
b2608	cys__L_c	2
b2608	tyr__L_c	5
b2608	phe__L_c	6
b2608	asp__L_c	18
b2608	arg__L_c	5
b2608	trp__L_c	6
b2608	gly_c	14
b2608	leu__L_c	16
b2608	met__L_c	6
b2608	thr__L_c	8
b2608	ala__L_c	8
b4317	lys__L_c	24
b4317	ser__L_c	67
b4317	pro__L_c	32
b4317	gln__L_c	53
b4317	glu__L_c	24
b4317	asn__L_c	68
b4317	his__L_c	17
b4317	val__L_c	50
b4317	ile__L_c	34
b4317	cys__L_c	6
b4317	tyr__L_c	47
b4317	phe__L_c	27
b4317	asp__L_c	50
b4317	arg__L_c	47
b4317	trp__L_c	13
b4317	gly_c	84
b4317	leu__L_c	84
b4317	met__L_c	16
b4317	thr__L_c	63
b4317	ala__L_c	72
b1067	lys__L_c	8
b1067	ser__L_c	12
b1067	pro__L_c	7
b1067	gln__L_c	12
b1067	glu__L_c	24
b1067	asn__L_c	10
b1067	his__L_c	3
b1067	val__L_c	19
b1067	ile__L_c	3
b1067	cys__L_c	3
b1067	tyr__L_c	6
b1067	phe__L_c	6
b1067	asp__L_c	10
b1067	arg__L_c	17
b1067	trp__L_c	0
b1067	gly_c	12
b1067	leu__L_c	27
b1067	met__L_c	6
b1067	thr__L_c	12
b1067	ala__L_c	18
b2155	lys__L_c	34
b2155	ser__L_c	56
b2155	pro__L_c	27
b2155	gln__L_c	19
b2155	glu__L_c	37
b2155	asn__L_c	41
b2155	his__L_c	9
b2155	val__L_c	51
b2155	ile__L_c	25
b2155	cys__L_c	4
b2155	tyr__L_c	28
b2155	phe__L_c	23
b2155	asp__L_c	54
b2155	arg__L_c	38
b2155	trp__L_c	17
b2155	gly_c	59
b2155	leu__L_c	48
b2155	met__L_c	7
b2155	thr__L_c	50
b2155	ala__L_c	36
b4001	lys__L_c	5
b4001	ser__L_c	23
b4001	pro__L_c	9
b4001	gln__L_c	16
b4001	glu__L_c	11
b4001	asn__L_c	11
b4001	his__L_c	4
b4001	val__L_c	14
b4001	ile__L_c	10
b4001	cys__L_c	3
b4001	tyr__L_c	4
b4001	phe__L_c	9
b4001	asp__L_c	17
b4001	arg__L_c	22
b4001	trp__L_c	7
b4001	gly_c	13
b4001	leu__L_c	22
b4001	met__L_c	4
b4001	thr__L_c	11
b4001	ala__L_c	16
b4461	lys__L_c	21
b4461	ser__L_c	28
b4461	pro__L_c	16
b4461	gln__L_c	11
b4461	glu__L_c	30
b4461	asn__L_c	16
b4461	his__L_c	6
b4461	val__L_c	42
b4461	ile__L_c	40
b4461	cys__L_c	0
b4461	tyr__L_c	9
b4461	phe__L_c	10
b4461	asp__L_c	25
b4461	arg__L_c	28
b4461	trp__L_c	4
b4461	gly_c	23
b4461	leu__L_c	49
b4461	met__L_c	20
b4461	thr__L_c	25
b4461	ala__L_c	25
b4636	lys__L_c	1
b4636	ser__L_c	2
b4636	pro__L_c	2
b4636	gln__L_c	4
b4636	glu__L_c	3
b4636	asn__L_c	3
b4636	his__L_c	3
b4636	val__L_c	2
b4636	ile__L_c	6
b4636	cys__L_c	2
b4636	tyr__L_c	4
b4636	phe__L_c	2
b4636	asp__L_c	1
b4636	arg__L_c	8
b4636	trp__L_c	1
b4636	gly_c	4
b4636	leu__L_c	7
b4636	met__L_c	4
b4636	thr__L_c	2
b4636	ala__L_c	3
b2349	lys__L_c	37
b2349	ser__L_c	19
b2349	pro__L_c	16
b2349	gln__L_c	12
b2349	glu__L_c	27
b2349	asn__L_c	15
b2349	his__L_c	7
b2349	val__L_c	27
b2349	ile__L_c	27
b2349	cys__L_c	2
b2349	tyr__L_c	15
b2349	phe__L_c	13
b2349	asp__L_c	21
b2349	arg__L_c	24
b2349	trp__L_c	9
b2349	gly_c	23
b2349	leu__L_c	31
b2349	met__L_c	12
b2349	thr__L_c	15
b2349	ala__L_c	33
b2770	lys__L_c	8
b2770	ser__L_c	7
b2770	pro__L_c	12
b2770	gln__L_c	21
b2770	glu__L_c	20
b2770	asn__L_c	4
b2770	his__L_c	4
b2770	val__L_c	10
b2770	ile__L_c	10
b2770	cys__L_c	6
b2770	tyr__L_c	2
b2770	phe__L_c	8
b2770	asp__L_c	9
b2770	arg__L_c	20
b2770	trp__L_c	5
b2770	gly_c	17
b2770	leu__L_c	35
b2770	met__L_c	11
b2770	thr__L_c	12
b2770	ala__L_c	38
b1388	lys__L_c	14
b1388	ser__L_c	12
b1388	pro__L_c	12
b1388	gln__L_c	21
b1388	glu__L_c	24
b1388	asn__L_c	12
b1388	his__L_c	8
b1388	val__L_c	14
b1388	ile__L_c	18
b1388	cys__L_c	5
b1388	tyr__L_c	9
b1388	phe__L_c	11
b1388	asp__L_c	17
b1388	arg__L_c	23
b1388	trp__L_c	10
b1388	gly_c	20
b1388	leu__L_c	21
b1388	met__L_c	12
b1388	thr__L_c	14
b1388	ala__L_c	32
b3131	lys__L_c	9
b3131	ser__L_c	21
b3131	pro__L_c	4
b3131	gln__L_c	13
b3131	glu__L_c	21
b3131	asn__L_c	11
b3131	his__L_c	6
b3131	val__L_c	23
b3131	ile__L_c	19
b3131	cys__L_c	2
b3131	tyr__L_c	4
b3131	phe__L_c	6
b3131	asp__L_c	17
b3131	arg__L_c	21
b3131	trp__L_c	0
b3131	gly_c	20
b3131	leu__L_c	24
b3131	met__L_c	9
b3131	thr__L_c	17
b3131	ala__L_c	22
b1055	lys__L_c	20
b1055	ser__L_c	13
b1055	pro__L_c	16
b1055	gln__L_c	10
b1055	glu__L_c	28
b1055	asn__L_c	19
b1055	his__L_c	13
b1055	val__L_c	17
b1055	ile__L_c	23
b1055	cys__L_c	14
b1055	tyr__L_c	11
b1055	phe__L_c	17
b1055	asp__L_c	23
b1055	arg__L_c	24
b1055	trp__L_c	3
b1055	gly_c	21
b1055	leu__L_c	24
b1055	met__L_c	10
b1055	thr__L_c	11
b1055	ala__L_c	33
b1500	lys__L_c	3
b1500	ser__L_c	5
b1500	pro__L_c	0
b1500	gln__L_c	3
b1500	glu__L_c	2
b1500	asn__L_c	3
b1500	his__L_c	2
b1500	val__L_c	4
b1500	ile__L_c	10
b1500	cys__L_c	0
b1500	tyr__L_c	1
b1500	phe__L_c	2
b1500	asp__L_c	3
b1500	arg__L_c	3
b1500	trp__L_c	0
b1500	gly_c	2
b1500	leu__L_c	8
b1500	met__L_c	3
b1500	thr__L_c	6
b1500	ala__L_c	5
b4666	lys__L_c	1
b4666	ser__L_c	1
b4666	pro__L_c	1
b4666	gln__L_c	0
b4666	glu__L_c	0
b4666	asn__L_c	0
b4666	his__L_c	0
b4666	val__L_c	3
b4666	ile__L_c	2
b4666	cys__L_c	0
b4666	tyr__L_c	1
b4666	phe__L_c	1
b4666	asp__L_c	0
b4666	arg__L_c	0
b4666	trp__L_c	0
b4666	gly_c	0
b4666	leu__L_c	6
b4666	met__L_c	2
b4666	thr__L_c	1
b4666	ala__L_c	0
b0595	lys__L_c	14
b0595	ser__L_c	14
b0595	pro__L_c	18
b0595	gln__L_c	12
b0595	glu__L_c	16
b0595	asn__L_c	8
b0595	his__L_c	7
b0595	val__L_c	18
b0595	ile__L_c	15
b0595	cys__L_c	3
b0595	tyr__L_c	9
b0595	phe__L_c	9
b0595	asp__L_c	27
b0595	arg__L_c	17
b0595	trp__L_c	7
b0595	gly_c	10
b0595	leu__L_c	28
b0595	met__L_c	14
b0595	thr__L_c	10
b0595	ala__L_c	29
b0383	lys__L_c	30
b0383	ser__L_c	23
b0383	pro__L_c	23
b0383	gln__L_c	23
b0383	glu__L_c	24
b0383	asn__L_c	20
b0383	his__L_c	10
b0383	val__L_c	24
b0383	ile__L_c	17
b0383	cys__L_c	4
b0383	tyr__L_c	11
b0383	phe__L_c	9
b0383	asp__L_c	28
b0383	arg__L_c	14
b0383	trp__L_c	3
b0383	gly_c	45
b0383	leu__L_c	44
b0383	met__L_c	9
b0383	thr__L_c	43
b0383	ala__L_c	67
b0979	lys__L_c	6
b0979	ser__L_c	21
b0979	pro__L_c	20
b0979	gln__L_c	9
b0979	glu__L_c	8
b0979	asn__L_c	10
b0979	his__L_c	2
b0979	val__L_c	34
b0979	ile__L_c	24
b0979	cys__L_c	5
b0979	tyr__L_c	11
b0979	phe__L_c	28
b0979	asp__L_c	11
b0979	arg__L_c	17
b0979	trp__L_c	17
b0979	gly_c	33
b0979	leu__L_c	64
b0979	met__L_c	16
b0979	thr__L_c	15
b0979	ala__L_c	27
b3792	lys__L_c	15
b3792	ser__L_c	28
b3792	pro__L_c	11
b3792	gln__L_c	14
b3792	glu__L_c	5
b3792	asn__L_c	8
b3792	his__L_c	3
b3792	val__L_c	40
b3792	ile__L_c	23
b3792	cys__L_c	2
b3792	tyr__L_c	18
b3792	phe__L_c	21
b3792	asp__L_c	10
b3792	arg__L_c	17
b3792	trp__L_c	10
b3792	gly_c	36
b3792	leu__L_c	70
b3792	met__L_c	12
b3792	thr__L_c	18
b3792	ala__L_c	55
b4480	lys__L_c	11
b4480	ser__L_c	20
b4480	pro__L_c	7
b4480	gln__L_c	19
b4480	glu__L_c	18
b4480	asn__L_c	12
b4480	his__L_c	8
b4480	val__L_c	11
b4480	ile__L_c	11
b4480	cys__L_c	2
b4480	tyr__L_c	8
b4480	phe__L_c	9
b4480	asp__L_c	11
b4480	arg__L_c	18
b4480	trp__L_c	7
b4480	gly_c	14
b4480	leu__L_c	43
b4480	met__L_c	5
b4480	thr__L_c	20
b4480	ala__L_c	25
b1613	lys__L_c	22
b1613	ser__L_c	30
b1613	pro__L_c	26
b1613	gln__L_c	22
b1613	glu__L_c	29
b1613	asn__L_c	19
b1613	his__L_c	9
b1613	val__L_c	23
b1613	ile__L_c	17
b1613	cys__L_c	2
b1613	tyr__L_c	7
b1613	phe__L_c	20
b1613	asp__L_c	16
b1613	arg__L_c	11
b1613	trp__L_c	4
b1613	gly_c	21
b1613	leu__L_c	47
b1613	met__L_c	9
b1613	thr__L_c	12
b1613	ala__L_c	45
b4175	lys__L_c	20
b4175	ser__L_c	21
b4175	pro__L_c	10
b4175	gln__L_c	8
b4175	glu__L_c	27
b4175	asn__L_c	10
b4175	his__L_c	2
b4175	val__L_c	28
b4175	ile__L_c	23
b4175	cys__L_c	0
b4175	tyr__L_c	10
b4175	phe__L_c	14
b4175	asp__L_c	26
b4175	arg__L_c	32
b4175	trp__L_c	1
b4175	gly_c	18
b4175	leu__L_c	22
b4175	met__L_c	10
b4175	thr__L_c	19
b4175	ala__L_c	33
b1281	lys__L_c	9
b1281	ser__L_c	15
b1281	pro__L_c	12
b1281	gln__L_c	13
b1281	glu__L_c	9
b1281	asn__L_c	5
b1281	his__L_c	4
b1281	val__L_c	24
b1281	ile__L_c	8
b1281	cys__L_c	3
b1281	tyr__L_c	3
b1281	phe__L_c	11
b1281	asp__L_c	18
b1281	arg__L_c	15
b1281	trp__L_c	1
b1281	gly_c	16
b1281	leu__L_c	23
b1281	met__L_c	9
b1281	thr__L_c	14
b1281	ala__L_c	33
b4221	lys__L_c	66
b4221	ser__L_c	70
b4221	pro__L_c	65
b4221	gln__L_c	70
b4221	glu__L_c	69
b4221	asn__L_c	73
b4221	his__L_c	9
b4221	val__L_c	110
b4221	ile__L_c	63
b4221	cys__L_c	4
b4221	tyr__L_c	17
b4221	phe__L_c	30
b4221	asp__L_c	83
b4221	arg__L_c	51
b4221	trp__L_c	21
b4221	gly_c	114
b4221	leu__L_c	153
b4221	met__L_c	26
b4221	thr__L_c	81
b4221	ala__L_c	84
bglJ	lys__L_c	11
bglJ	ser__L_c	26
bglJ	pro__L_c	6
bglJ	gln__L_c	8
bglJ	glu__L_c	15
bglJ	asn__L_c	9
bglJ	his__L_c	6
bglJ	val__L_c	9
bglJ	ile__L_c	17
bglJ	cys__L_c	4
bglJ	tyr__L_c	5
bglJ	phe__L_c	11
bglJ	asp__L_c	8
bglJ	arg__L_c	20
bglJ	trp__L_c	1
bglJ	gly_c	9
bglJ	leu__L_c	25
bglJ	met__L_c	8
bglJ	thr__L_c	11
bglJ	ala__L_c	16
b1900	lys__L_c	22
b1900	ser__L_c	29
b1900	pro__L_c	19
b1900	gln__L_c	24
b1900	glu__L_c	32
b1900	asn__L_c	19
b1900	his__L_c	13
b1900	val__L_c	38
b1900	ile__L_c	42
b1900	cys__L_c	3
b1900	tyr__L_c	14
b1900	phe__L_c	12
b1900	asp__L_c	26
b1900	arg__L_c	28
b1900	trp__L_c	4
b1900	gly_c	48
b1900	leu__L_c	48
b1900	met__L_c	17
b1900	thr__L_c	19
b1900	ala__L_c	47
b1431	lys__L_c	18
b1431	ser__L_c	13
b1431	pro__L_c	12
b1431	gln__L_c	9
b1431	glu__L_c	10
b1431	asn__L_c	10
b1431	his__L_c	1
b1431	val__L_c	19
b1431	ile__L_c	11
b1431	cys__L_c	2
b1431	tyr__L_c	8
b1431	phe__L_c	8
b1431	asp__L_c	14
b1431	arg__L_c	8
b1431	trp__L_c	2
b1431	gly_c	14
b1431	leu__L_c	16
b1431	met__L_c	7
b1431	thr__L_c	22
b1431	ala__L_c	18
b1037	lys__L_c	10
b1037	ser__L_c	20
b1037	pro__L_c	14
b1037	gln__L_c	16
b1037	glu__L_c	15
b1037	asn__L_c	16
b1037	his__L_c	2
b1037	val__L_c	22
b1037	ile__L_c	20
b1037	cys__L_c	2
b1037	tyr__L_c	10
b1037	phe__L_c	9
b1037	asp__L_c	10
b1037	arg__L_c	15
b1037	trp__L_c	2
b1037	gly_c	19
b1037	leu__L_c	29
b1037	met__L_c	8
b1037	thr__L_c	16
b1037	ala__L_c	22
b3481	lys__L_c	3
b3481	ser__L_c	8
b3481	pro__L_c	1
b3481	gln__L_c	10
b3481	glu__L_c	7
b3481	asn__L_c	3
b3481	his__L_c	12
b3481	val__L_c	10
b3481	ile__L_c	7
b3481	cys__L_c	2
b3481	tyr__L_c	3
b3481	phe__L_c	2
b3481	asp__L_c	14
b3481	arg__L_c	10
b3481	trp__L_c	0
b3481	gly_c	7
b3481	leu__L_c	15
b3481	met__L_c	2
b3481	thr__L_c	7
b3481	ala__L_c	10
b2479	lys__L_c	4
b2479	ser__L_c	15
b2479	pro__L_c	9
b2479	gln__L_c	9
b2479	glu__L_c	12
b2479	asn__L_c	9
b2479	his__L_c	8
b2479	val__L_c	12
b2479	ile__L_c	14
b2479	cys__L_c	3
b2479	tyr__L_c	2
b2479	phe__L_c	5
b2479	asp__L_c	9
b2479	arg__L_c	9
b2479	trp__L_c	2
b2479	gly_c	8
b2479	leu__L_c	19
b2479	met__L_c	6
b2479	thr__L_c	13
b2479	ala__L_c	22
b2199	lys__L_c	6
b2199	ser__L_c	13
b2199	pro__L_c	11
b2199	gln__L_c	8
b2199	glu__L_c	4
b2199	asn__L_c	5
b2199	his__L_c	5
b2199	val__L_c	19
b2199	ile__L_c	21
b2199	cys__L_c	1
b2199	tyr__L_c	7
b2199	phe__L_c	10
b2199	asp__L_c	5
b2199	arg__L_c	15
b2199	trp__L_c	17
b2199	gly_c	18
b2199	leu__L_c	31
b2199	met__L_c	12
b2199	thr__L_c	10
b2199	ala__L_c	27
b2526	lys__L_c	18
b2526	ser__L_c	38
b2526	pro__L_c	22
b2526	gln__L_c	32
b2526	glu__L_c	36
b2526	asn__L_c	12
b2526	his__L_c	13
b2526	val__L_c	53
b2526	ile__L_c	33
b2526	cys__L_c	2
b2526	tyr__L_c	10
b2526	phe__L_c	13
b2526	asp__L_c	48
b2526	arg__L_c	41
b2526	trp__L_c	1
b2526	gly_c	49
b2526	leu__L_c	67
b2526	met__L_c	13
b2526	thr__L_c	29
b2526	ala__L_c	86
b1886	lys__L_c	18
b1886	ser__L_c	50
b1886	pro__L_c	12
b1886	gln__L_c	39
b1886	glu__L_c	33
b1886	asn__L_c	24
b1886	his__L_c	8
b1886	val__L_c	41
b1886	ile__L_c	31
b1886	cys__L_c	0
b1886	tyr__L_c	12
b1886	phe__L_c	12
b1886	asp__L_c	28
b1886	arg__L_c	32
b1886	trp__L_c	4
b1886	gly_c	27
b1886	leu__L_c	50
b1886	met__L_c	18
b1886	thr__L_c	36
b1886	ala__L_c	78
b3578	lys__L_c	10
b3578	ser__L_c	25
b3578	pro__L_c	26
b3578	gln__L_c	8
b3578	glu__L_c	6
b3578	asn__L_c	9
b3578	his__L_c	3
b3578	val__L_c	43
b3578	ile__L_c	45
b3578	cys__L_c	3
b3578	tyr__L_c	7
b3578	phe__L_c	24
b3578	asp__L_c	12
b3578	arg__L_c	9
b3578	trp__L_c	10
b3578	gly_c	36
b3578	leu__L_c	59
b3578	met__L_c	25
b3578	thr__L_c	17
b3578	ala__L_c	48
b0076	lys__L_c	11
b0076	ser__L_c	26
b0076	pro__L_c	17
b0076	gln__L_c	24
b0076	glu__L_c	23
b0076	asn__L_c	12
b0076	his__L_c	13
b0076	val__L_c	27
b0076	ile__L_c	12
b0076	cys__L_c	4
b0076	tyr__L_c	8
b0076	phe__L_c	15
b0076	asp__L_c	12
b0076	arg__L_c	15
b0076	trp__L_c	4
b0076	gly_c	10
b0076	leu__L_c	32
b0076	met__L_c	11
b0076	thr__L_c	13
b0076	ala__L_c	25
b4020	lys__L_c	17
b4020	ser__L_c	38
b4020	pro__L_c	15
b4020	gln__L_c	17
b4020	glu__L_c	29
b4020	asn__L_c	15
b4020	his__L_c	11
b4020	val__L_c	42
b4020	ile__L_c	33
b4020	cys__L_c	5
b4020	tyr__L_c	9
b4020	phe__L_c	21
b4020	asp__L_c	23
b4020	arg__L_c	36
b4020	trp__L_c	3
b4020	gly_c	33
b4020	leu__L_c	93
b4020	met__L_c	18
b4020	thr__L_c	25
b4020	ala__L_c	60
b1741	lys__L_c	11
b1741	ser__L_c	16
b1741	pro__L_c	14
b1741	gln__L_c	14
